,approach,fold,log,mcc
456,Camargo,1,bpi_challenge_2012_w_complete,0.5708225054602817
457,Camargo,2,bpi_challenge_2012_w_complete,0.6542099537809979
458,Camargo,3,bpi_challenge_2012_w_complete,0.5851182833502977
459,Camargo,4,bpi_challenge_2012_w_complete,0.6371466039016981
460,Camargo,0,bpi_challenge_2013_closed_problems,0.3380776655093241
461,Camargo,1,bpi_challenge_2013_closed_problems,0.3827159714559613
462,Camargo,2,bpi_challenge_2013_closed_problems,0.411427820879041
463,Camargo,3,bpi_challenge_2013_closed_problems,0.4079567833630717
464,Camargo,4,bpi_challenge_2013_closed_problems,0.37208627679802864
465,Camargo,0,bpi_challenge_2012_o,0.7942250827636175
466,Camargo,1,bpi_challenge_2012_o,0.7872558203652272
467,Camargo,2,bpi_challenge_2012_o,0.7659913159059514
468,Camargo,3,bpi_challenge_2012_o,0.7945642487387191
469,Camargo,4,bpi_challenge_2012_o,0.7851330498914104
470,Khan,0,nasa,0.05737815485545938
471,Khan,4,nasa,0.1171852739435922
472,Khan,2,nasa,0.11035790600106153
473,Khan,3,nasa,0.1450394804681253
474,Khan,1,nasa,0.11362443919211082
475,Khan,1,bpi_challenge_2012_complete,0.2879344260116508
476,Khan,2,bpi_challenge_2012_complete,0.5149417604328685
477,Khan,4,bpi_challenge_2012_complete,0.5496981826301355
478,Khan,0,bpi_challenge_2012_complete,0.28331738880735696
479,Khan,3,bpi_challenge_2012_complete,0.5476997315943412
480,Khan,0,bpi_challenge_2012_a,0.7282615022408364
481,Khan,4,bpi_challenge_2012_a,0.7210064210623883
482,Khan,3,bpi_challenge_2012_a,0.7126085285304907
483,Khan,2,bpi_challenge_2012_a,0.7250422089907012
484,Khan,1,bpi_challenge_2012_a,0.7236117458765234
485,Khan,1,bpi_challenge_2013_incidents,0.30552458448889624
486,Khan,0,bpi_challenge_2013_incidents,0.38408341550986763
487,Khan,2,bpi_challenge_2013_incidents,0.08303768648617581
488,Khan,3,bpi_challenge_2013_incidents,0.44910675295441344
489,Khan,4,bpi_challenge_2013_incidents,0.3535763881493528
490,Khan,3,helpdesk,0.7074677773761715
491,Khan,2,helpdesk,0.7329773705030169
492,Khan,1,helpdesk,0.7271196817959676
493,Khan,4,helpdesk,0.7353581935058437
494,Khan,0,helpdesk,0.7346920814101057
495,Khan,4,bpi_challenge_2012,0.7296237067293514
496,Khan,0,bpi_challenge_2012,0.12033945635639673
497,Khan,1,bpi_challenge_2012,0.0002938820920323615
498,Khan,2,bpi_challenge_2012,0.4471923974797316
499,Khan,3,bpi_challenge_2012,0.7777334394005418
500,Khan,3,env_permit,0.8198358726795795
501,Khan,1,env_permit,0.8139675325939363
502,Khan,0,env_permit,0.7920136106982527
503,Khan,2,env_permit,0.8010524675338072
504,Khan,4,env_permit,0.7948472628813739
505,Khan,1,bpi_challenge_2012_w,0.37045935118014645
506,Khan,3,bpi_challenge_2012_w,0.5779920474371347
507,Khan,0,bpi_challenge_2012_w,0.694035499306838
508,Khan,2,bpi_challenge_2012_w,0.5874372524638022
509,Khan,4,bpi_challenge_2012_w,0.6464603640448533
510,Khan,1,bpi_challenge_2012_w_complete,0.6287414546868697
511,Khan,4,bpi_challenge_2012_w_complete,0.5063103337876533
512,Khan,3,bpi_challenge_2012_w_complete,0.41622252875393984
513,Khan,0,bpi_challenge_2012_w_complete,0.20125285936495488
514,Khan,2,bpi_challenge_2012_w_complete,0.3198039821888225
515,Khan,1,sepsis,0.11583448633897318
516,Khan,4,sepsis,0.06263886809419054
517,Khan,2,sepsis,0.1302335610069055
518,Khan,0,sepsis,0.18470390255565447
519,Khan,3,sepsis,0.10823623595809281
520,Khan,4,bpi_challenge_2013_closed_problems,0.13338320007402507
521,Khan,0,bpi_challenge_2013_closed_problems,0.2706574397340903
522,Khan,1,bpi_challenge_2013_closed_problems,0.29099232475800096
523,Khan,3,bpi_challenge_2013_closed_problems,0.3553856494237504
524,Khan,2,bpi_challenge_2013_closed_problems,0.27994355619462863
525,Khan,1,bpi_challenge_2012_o,0.7628591227183208
526,Khan,2,bpi_challenge_2012_o,0.6628804635698345
527,Khan,0,bpi_challenge_2012_o,0.7502435167415455
528,Khan,3,bpi_challenge_2012_o,0.1897594236866063
529,Khan,4,bpi_challenge_2012_o,0.5145466770713994
