accuracy,approach,fold,log
0.749763729917043,Khan,1,bpi_challenge_2012_a
0.0814877910278251,Khan,0,nasa
0.131517838294279,Khan,4,nasa
0.1292162523765932,Khan,2,nasa
0.1619753086419753,Khan,3,nasa
0.1313468083628533,Khan,1,nasa
0.8499288762446657,Khan,3,env_permit
0.8425414364640884,Khan,1,env_permit
0.8251946213729653,Khan,0,env_permit
0.8335588633288228,Khan,2,env_permit
0.8283261802575107,Khan,4,env_permit
0.7036038060987487,Khan,1,bpi_challenge_2012_w_complete
0.6432909994478189,Khan,4,bpi_challenge_2012_w_complete
0.520697347765017,Khan,3,bpi_challenge_2012_w_complete
0.364393755560948,Khan,0,bpi_challenge_2012_w_complete
0.3789645332246229,Khan,2,bpi_challenge_2012_w_complete
0.8074815794445495,Khan,1,bpi_challenge_2012_o
0.7297559085625727,Khan,2,bpi_challenge_2012_o
0.7972843755976287,Khan,0,bpi_challenge_2012_o
0.3639217134416543,Khan,3,bpi_challenge_2012_o
0.6057711054786508,Khan,4,bpi_challenge_2012_o
0.3434432955850977,Khan,1,bpi_challenge_2012_complete
0.5473355455787624,Khan,2,bpi_challenge_2012_complete
0.5840903106898367,Khan,4,bpi_challenge_2012_complete
0.3140906680805938,Khan,0,bpi_challenge_2012_complete
0.5794105745886161,Khan,3,bpi_challenge_2012_complete
0.3553191489361702,Khan,4,bpi_challenge_2013_closed_problems
0.4161849710982659,Khan,0,bpi_challenge_2013_closed_problems
0.4786641929499072,Khan,1,bpi_challenge_2013_closed_problems
0.4951830443159923,Khan,3,bpi_challenge_2013_closed_problems
0.4337349397590361,Khan,2,bpi_challenge_2013_closed_problems
0.4972987335045611,Khan,1,bpi_challenge_2013_incidents
0.5533997106629223,Khan,0,bpi_challenge_2013_incidents
0.4174910268756018,Khan,2,bpi_challenge_2013_incidents
0.5930925956600961,Khan,3,bpi_challenge_2013_incidents
0.5342657342657343,Khan,4,bpi_challenge_2013_incidents
0.1837647810802173,Khan,1,sepsis
0.1073446327683615,Khan,4,sepsis
0.2402887590237195,Khan,2,sepsis
0.2410003789314134,Khan,0,sepsis
0.2780348878604485,Khan,3,sepsis
0.5468677851315992,Venugopal,0,bpi_challenge_2012
0.5235425798077465,Venugopal,2,bpi_challenge_2012
0.5706746649455181,Venugopal,4,bpi_challenge_2012
0.5022143992732228,Venugopal,1,bpi_challenge_2012
0.5910651587748055,Venugopal,3,bpi_challenge_2012
0.759675550405562,Venugopal,3,helpdesk
0.7726320688852688,Venugopal,2,helpdesk
0.7782974742750234,Venugopal,0,helpdesk
0.8206521739130435,Venugopal,1,helpdesk
0.8036896877956481,Venugopal,4,helpdesk
0.5283420216909341,Venugopal,2,bpi_challenge_2012_w
0.5316507225727661,Venugopal,4,bpi_challenge_2012_w
0.5398950444272169,Venugopal,0,bpi_challenge_2012_w
0.495955158309347,Venugopal,3,bpi_challenge_2012_w
0.5989663360804581,Venugopal,1,bpi_challenge_2012_w
0.51775,Venugopal,3,bpi_challenge_2012_a
0.5743171626579698,Venugopal,2,bpi_challenge_2012_a
0.5649971402892393,Venugopal,0,bpi_challenge_2012_a
0.5604151223128243,Venugopal,1,bpi_challenge_2012_a
0.5265486725663717,Venugopal,4,bpi_challenge_2012_a
0.7401063201417601,Venugopal,3,env_permit
0.652449567723343,Venugopal,1,env_permit
0.7758823529411765,Venugopal,0,env_permit
0.6543909348441926,Venugopal,2,env_permit
0.6561757719714965,Venugopal,4,env_permit
0.6534479115306051,Venugopal,2,bpi_challenge_2012_w_complete
0.6312585902218731,Venugopal,1,bpi_challenge_2012_w_complete
0.6715120421832692,Venugopal,3,bpi_challenge_2012_w_complete
0.6250684556407448,Venugopal,4,bpi_challenge_2012_w_complete
0.6586918502973067,Venugopal,0,bpi_challenge_2012_w_complete
0.6131796229942359,Venugopal,3,bpi_challenge_2012_o
0.7029860228716646,Venugopal,1,bpi_challenge_2012_o
0.6779525032092426,Venugopal,0,bpi_challenge_2012_o
0.6952149229521493,Venugopal,2,bpi_challenge_2012_o
0.704337899543379,Venugopal,4,bpi_challenge_2012_o
0.681557602000366,Venugopal,0,bpi_challenge_2012_complete
0.6321323596254659,Venugopal,4,bpi_challenge_2012_complete
0.630190376255434,Venugopal,2,bpi_challenge_2012_complete
0.6320768975002267,Venugopal,1,bpi_challenge_2012_complete
0.6113159607101912,Venugopal,3,bpi_challenge_2012_complete
0.5606287425149701,Venugopal,0,bpi_challenge_2013_closed_problems
0.4454941860465116,Venugopal,1,bpi_challenge_2013_closed_problems
0.4009700889248181,Venugopal,4,bpi_challenge_2013_closed_problems
0.4749063670411985,Venugopal,3,bpi_challenge_2013_closed_problems
0.5399709302325582,Venugopal,2,bpi_challenge_2013_closed_problems
0.5136075460027834,Venugopal,2,bpi_challenge_2013_incidents
0.5084361818465865,Venugopal,1,bpi_challenge_2013_incidents
0.4917924181082075,Venugopal,3,bpi_challenge_2013_incidents
0.4992277992277992,Venugopal,4,bpi_challenge_2013_incidents
0.4679535515005278,Venugopal,0,bpi_challenge_2013_incidents
0.492063492063492,Venugopal,1,sepsis
0.4955283206359722,Venugopal,3,sepsis
0.5149175149175149,Venugopal,0,sepsis
0.5266196279666453,Venugopal,2,sepsis
0.4914485165794066,Venugopal,4,sepsis
0.8549489350392954,Zararah,4,bpi_challenge_2012
0.8497960597198707,Zararah,0,bpi_challenge_2012
0.8541784249539075,Zararah,2,bpi_challenge_2012
0.8528447556788423,Zararah,3,bpi_challenge_2012
0.8538685744568097,Zararah,1,bpi_challenge_2012
0.8416744621141253,Zararah,0,helpdesk
0.842391304347826,Zararah,1,helpdesk
0.8270746407046824,Zararah,3,helpdesk
0.8387246916453339,Zararah,2,helpdesk
0.848155156102176,Zararah,4,helpdesk
0.8528707771549765,Zararah,3,bpi_challenge_2012_w
0.8496118170451572,Zararah,4,bpi_challenge_2012_w
0.8543371979326722,Zararah,1,bpi_challenge_2012_w
0.8537989026717557,Zararah,0,bpi_challenge_2012_w
0.8486428186230451,Zararah,2,bpi_challenge_2012_w
0.7996568347087181,Zararah,0,bpi_challenge_2012_a
0.7973333333333333,Zararah,3,bpi_challenge_2012_a
0.8015491235222177,Zararah,2,bpi_challenge_2012_a
0.7982044312659583,Zararah,1,bpi_challenge_2012_a
0.7967059980334317,Zararah,4,bpi_challenge_2012_a
0.8547717842323651,Zararah,0,env_permit
0.863555818074424,Zararah,3,env_permit
0.8616389548693587,Zararah,4,env_permit
0.8593659942363112,Zararah,1,env_permit
0.863456090651558,Zararah,2,env_permit
0.6844688788533281,Zararah,1,bpi_challenge_2012_w_complete
0.6834114601553208,Zararah,0,bpi_challenge_2012_w_complete
0.6835951257307882,Zararah,2,bpi_challenge_2012_w_complete
0.6826991591848368,Zararah,3,bpi_challenge_2012_w_complete
0.6751779846659365,Zararah,4,bpi_challenge_2012_w_complete
0.8170254403131115,Zararah,4,bpi_challenge_2012_o
0.8090500641848524,Zararah,0,bpi_challenge_2012_o
0.8137875101378751,Zararah,2,bpi_challenge_2012_o
0.8098792884371029,Zararah,1,bpi_challenge_2012_o
0.8078840760361483,Zararah,3,bpi_challenge_2012_o
0.7723668963834848,Zararah,0,bpi_challenge_2012_complete
0.777281314660989,Zararah,2,bpi_challenge_2012_complete
0.7749159116390413,Zararah,4,bpi_challenge_2012_complete
0.7746274521657649,Zararah,1,bpi_challenge_2012_complete
0.7723174170359124,Zararah,3,bpi_challenge_2012_complete
0.6211678832116788,Zararah,1,bpi_challenge_2013_closed_problems
0.6242732558139535,Zararah,2,bpi_challenge_2013_closed_problems
0.6369760479041916,Zararah,0,bpi_challenge_2013_closed_problems
0.6449438202247191,Zararah,3,bpi_challenge_2013_closed_problems
0.6370250606305577,Zararah,4,bpi_challenge_2013_closed_problems
0.6914544602405874,Zararah,1,bpi_challenge_2013_incidents
0.6921115660975045,Zararah,4,bpi_challenge_2013_incidents
0.6918200092778722,Zararah,2,bpi_challenge_2013_incidents
0.6916000603227266,Zararah,0,bpi_challenge_2013_incidents
0.6800883327199116,Zararah,3,bpi_challenge_2013_incidents
0.6067992302758178,Zararah,2,sepsis
0.6210665783371977,Zararah,3,sepsis
0.6314496314496314,Zararah,0,sepsis
0.6254799301919721,Zararah,4,sepsis
0.5959687123947052,Zararah,1,sepsis
0.8682853624749884,TACO,0,bpi_challenge_2012
0.7976958901871067,TACO,0,bpi_challenge_2012_a
0.8053912301030677,TACO,0,bpi_challenge_2012_complete
0.8267008985879333,TACO,0,bpi_challenge_2012_o
0.884250700697716,TACO,0,bpi_challenge_2012_w
0.7379503322840154,TACO,0,bpi_challenge_2012_w_complete
0.6699101796407185,TACO,0,bpi_challenge_2013_closed_problems
0.7788418036495249,TACO,0,bpi_challenge_2013_incidents
0.8817647058823529,TACO,0,env_permit
0.8528999064546305,TACO,0,helpdesk
0.8944665114367895,TACO,0,nasa
0.6623376623376623,TACO,0,sepsis
0.8715080626845333,TACO,1,bpi_challenge_2012
0.7981220657276995,TACO,1,bpi_challenge_2012_a
0.8084514705437839,TACO,1,bpi_challenge_2012_complete
0.8298919949174078,TACO,1,bpi_challenge_2012_o
0.8849001257158821,TACO,1,bpi_challenge_2012_w
0.7446167942928202,TACO,1,bpi_challenge_2012_w_complete
0.6729651162790697,TACO,1,bpi_challenge_2013_closed_problems
0.7748789251679425,TACO,1,bpi_challenge_2013_incidents
0.8714697406340057,TACO,1,env_permit
0.8553875236294896,TACO,1,helpdesk
0.8958417169684776,TACO,1,nasa
0.6534890685834082,TACO,1,sepsis
0.8712729735322335,TACO,2,bpi_challenge_2012
0.8020383204239706,TACO,2,bpi_challenge_2012_a
0.8100734522560336,TACO,2,bpi_challenge_2012_complete
0.8327656123276561,TACO,2,bpi_challenge_2012_o
0.8823176942896519,TACO,2,bpi_challenge_2012_w
0.7458618017891103,TACO,2,bpi_challenge_2012_w_complete
0.6729651162790697,TACO,2,bpi_challenge_2013_closed_problems
0.7768671717952683,TACO,2,bpi_challenge_2013_incidents
0.8736543909348442,TACO,2,env_permit
0.8552478473353502,TACO,2,helpdesk
0.8992116351773821,TACO,2,nasa
0.6446440025657473,TACO,2,sepsis
0.8711179220577681,TACO,3,bpi_challenge_2012
0.7973333333333333,TACO,3,bpi_challenge_2012_a
0.8083227465683389,TACO,3,bpi_challenge_2012_complete
0.8286337435737654,TACO,3,bpi_challenge_2012_o
0.8846538403272232,TACO,3,bpi_challenge_2012_w
0.741556220607097,TACO,3,bpi_challenge_2012_w_complete
0.6838951310861423,TACO,3,bpi_challenge_2013_closed_problems
0.7754876702245124,TACO,3,bpi_challenge_2013_incidents
0.8848198464264619,TACO,3,env_permit
0.8393974507531866,TACO,3,helpdesk
0.8965141612200436,TACO,3,nasa
0.663795958926797,TACO,3,sepsis
0.8719579331030032,TACO,4,bpi_challenge_2012
0.79367420517863,TACO,4,bpi_challenge_2012_a
0.8102784764098058,TACO,4,bpi_challenge_2012_complete
0.8295825179386823,TACO,4,bpi_challenge_2012_o
0.8806373760576895,TACO,4,bpi_challenge_2012_w
0.740210843373494,TACO,4,bpi_challenge_2012_w_complete
0.6766370250606305,TACO,4,bpi_challenge_2013_closed_problems
0.7801544401544401,TACO,4,bpi_challenge_2013_incidents
0.8711401425178147,TACO,4,env_permit
0.8571428571428571,TACO,4,helpdesk
0.8962238522140723,TACO,4,nasa
0.6551483420593368,TACO,4,sepsis
