,approach,brier,fold,log
468,Camargo,0.2199910553146804,3,bpi_challenge_2012
469,Camargo,0.2260981487198736,4,bpi_challenge_2012
470,Khan,0.883779929663732,1,bpi_challenge_2012_w
471,Khan,0.6560809760379654,3,bpi_challenge_2012_w
472,Khan,0.38428501112341873,0,bpi_challenge_2012_w
473,Khan,0.5396051706063543,2,bpi_challenge_2012_w
474,Khan,0.5220307576857075,4,bpi_challenge_2012_w
475,Khan,0.24732231878697475,3,env_permit
476,Khan,0.26501316425889804,1,env_permit
477,Khan,0.28765864890163684,0,env_permit
478,Khan,0.2685129495738244,2,env_permit
479,Khan,0.2821106550885166,4,env_permit
480,Khan,0.33508465139590327,3,helpdesk
481,Khan,0.30944632023236224,2,helpdesk
482,Khan,0.3140120489537178,1,helpdesk
483,Khan,0.3015852476370677,4,helpdesk
484,Khan,0.3064866732172491,0,helpdesk
485,Khan,1.520339452836181,0,nasa
486,Khan,1.4107138515922404,4,nasa
487,Khan,1.3135255137683683,2,nasa
488,Khan,1.398990968145668,3,nasa
489,Khan,1.3766853315507641,1,nasa
490,Khan,0.23796176683629816,1,bpi_challenge_2012_o
491,Khan,0.36478823876074273,2,bpi_challenge_2012_o
492,Khan,0.24994059728840123,0,bpi_challenge_2012_o
493,Khan,1.0660813811752115,3,bpi_challenge_2012_o
494,Khan,0.6602438979695955,4,bpi_challenge_2012_o
495,Khan,0.7546819181719574,4,bpi_challenge_2013_closed_problems
496,Khan,0.7606677510517929,0,bpi_challenge_2013_closed_problems
497,Khan,0.6261012338006187,1,bpi_challenge_2013_closed_problems
498,Khan,0.6698228604410005,3,bpi_challenge_2013_closed_problems
499,Khan,0.7349685479971693,2,bpi_challenge_2013_closed_problems
500,Khan,0.9906153587925349,1,bpi_challenge_2012_complete
501,Khan,0.6737872480860261,2,bpi_challenge_2012_complete
502,Khan,0.6881635693593805,4,bpi_challenge_2012_complete
503,Khan,0.9830079446674383,0,bpi_challenge_2012_complete
504,Khan,0.6657139466141493,3,bpi_challenge_2012_complete
505,Khan,0.3061110370240532,0,bpi_challenge_2012_a
506,Khan,0.3077449128045012,4,bpi_challenge_2012_a
507,Khan,0.31194359631482327,3,bpi_challenge_2012_a
508,Khan,0.30593274429026523,2,bpi_challenge_2012_a
509,Khan,0.3053559030340894,1,bpi_challenge_2012_a
510,Khan,0.44942306098870566,1,bpi_challenge_2012_w_complete
511,Khan,0.46808320239742846,4,bpi_challenge_2012_w_complete
512,Khan,0.6376492082076326,3,bpi_challenge_2012_w_complete
513,Khan,0.910900088160893,0,bpi_challenge_2012_w_complete
514,Khan,0.8693649581645374,2,bpi_challenge_2012_w_complete
515,Khan,1.2624285151868269,1,sepsis
516,Khan,1.4787557764732029,4,sepsis
517,Khan,1.1777348067456568,2,sepsis
518,Khan,1.081455143851775,0,sepsis
519,Khan,0.8470943144464658,3,sepsis
520,Khan,0.7146631402410544,1,bpi_challenge_2013_incidents
521,Khan,0.5395055424620571,0,bpi_challenge_2013_incidents
522,Khan,1.1033314849350513,2,bpi_challenge_2013_incidents
523,Khan,0.5387988309813508,3,bpi_challenge_2013_incidents
524,Khan,0.6338389925794975,4,bpi_challenge_2013_incidents
525,Khan,0.39375196358950976,4,bpi_challenge_2012
526,Khan,1.2169263340070902,0,bpi_challenge_2012
527,Khan,1.919619008992034,1,bpi_challenge_2012
528,Khan,0.7622997066631201,2,bpi_challenge_2012
529,Khan,0.31151111760792555,3,bpi_challenge_2012
