,approach,fold,log,recall
455,Camargo,0,bpi_challenge_2012_w,0.8133162382968573
456,Camargo,1,bpi_challenge_2012_w,0.8113703031149602
457,Camargo,2,bpi_challenge_2012_w,0.6874588052010306
458,Camargo,3,bpi_challenge_2012_w,0.8226632328435085
459,Camargo,4,bpi_challenge_2012_w,0.6849466430170684
460,Camargo,0,bpi_challenge_2013_incidents,0.6646056401749361
461,Camargo,1,bpi_challenge_2013_incidents,0.6655210123418216
462,Camargo,2,bpi_challenge_2013_incidents,0.6667697541363847
463,Camargo,3,bpi_challenge_2013_incidents,0.6681634155318366
464,Camargo,4,bpi_challenge_2013_incidents,0.6691891891891892
465,Camargo,0,bpi_challenge_2012,0.8300754194243497
466,Camargo,1,bpi_challenge_2012,0.8340525399348929
467,Camargo,2,bpi_challenge_2012,0.8410429090088226
468,Camargo,3,bpi_challenge_2012,0.8361622470951097
469,Camargo,4,bpi_challenge_2012,0.8227723148183302
470,Khan,0,nasa,0.0814877910278251
471,Khan,4,nasa,0.13151783829427907
472,Khan,2,nasa,0.1292162523765932
473,Khan,3,nasa,0.16197530864197532
474,Khan,1,nasa,0.13134680836285337
475,Khan,1,bpi_challenge_2012_w_complete,0.7036038060987487
476,Khan,4,bpi_challenge_2012_w_complete,0.6432909994478189
477,Khan,3,bpi_challenge_2012_w_complete,0.520697347765017
478,Khan,0,bpi_challenge_2012_w_complete,0.364393755560948
479,Khan,2,bpi_challenge_2012_w_complete,0.3789645332246229
480,Khan,4,bpi_challenge_2013_closed_problems,0.3553191489361702
481,Khan,0,bpi_challenge_2013_closed_problems,0.4161849710982659
482,Khan,1,bpi_challenge_2013_closed_problems,0.47866419294990725
483,Khan,3,bpi_challenge_2013_closed_problems,0.4951830443159923
484,Khan,2,bpi_challenge_2013_closed_problems,0.43373493975903615
485,Khan,0,bpi_challenge_2012_a,0.7543914354017254
486,Khan,4,bpi_challenge_2012_a,0.7485136121831647
487,Khan,3,bpi_challenge_2012_a,0.7398486624746883
488,Khan,2,bpi_challenge_2012_a,0.7525912106135987
489,Khan,1,bpi_challenge_2012_a,0.749763729917043
490,Khan,3,helpdesk,0.784348337746396
491,Khan,2,helpdesk,0.8024253179532682
492,Khan,1,helpdesk,0.8003618817852834
493,Khan,4,helpdesk,0.8061594202898551
494,Khan,0,helpdesk,0.8053571428571429
495,Khan,3,env_permit,0.8499288762446657
496,Khan,1,env_permit,0.8425414364640884
497,Khan,0,env_permit,0.8251946213729653
498,Khan,2,env_permit,0.8335588633288228
499,Khan,4,env_permit,0.8283261802575107
500,Khan,1,bpi_challenge_2012_o,0.8074815794445495
501,Khan,2,bpi_challenge_2012_o,0.7297559085625727
502,Khan,0,bpi_challenge_2012_o,0.7972843755976287
503,Khan,3,bpi_challenge_2012_o,0.36392171344165436
504,Khan,4,bpi_challenge_2012_o,0.6057711054786508
505,Khan,1,bpi_challenge_2012_complete,0.3434432955850977
506,Khan,2,bpi_challenge_2012_complete,0.5473355455787624
507,Khan,4,bpi_challenge_2012_complete,0.5840903106898367
508,Khan,0,bpi_challenge_2012_complete,0.3140906680805938
509,Khan,3,bpi_challenge_2012_complete,0.5794105745886161
510,Khan,1,bpi_challenge_2012_w,0.4127809113191389
511,Khan,3,bpi_challenge_2012_w,0.5860848297612151
512,Khan,0,bpi_challenge_2012_w,0.7227108776814529
513,Khan,2,bpi_challenge_2012_w,0.6105387012656618
514,Khan,4,bpi_challenge_2012_w,0.6755083179297597
515,Khan,1,bpi_challenge_2013_incidents,0.49729873350456116
516,Khan,0,bpi_challenge_2013_incidents,0.5533997106629223
517,Khan,2,bpi_challenge_2013_incidents,0.41749102687560186
518,Khan,3,bpi_challenge_2013_incidents,0.5930925956600961
519,Khan,4,bpi_challenge_2013_incidents,0.5342657342657343
520,Khan,4,bpi_challenge_2012,0.7411158386768143
521,Khan,0,bpi_challenge_2012,0.1270715993354674
522,Khan,1,bpi_challenge_2012,0.02867497709984468
523,Khan,2,bpi_challenge_2012,0.46086423172806773
524,Khan,3,bpi_challenge_2012,0.7871009931744799
525,Khan,1,sepsis,0.18376478108021732
526,Khan,4,sepsis,0.10734463276836158
527,Khan,2,sepsis,0.2402887590237195
528,Khan,0,sepsis,0.2410003789314134
529,Khan,3,sepsis,0.27803488786044855
